fips,NH3_2011,NOX_2011,SO2_2011,VOC_2011,PM25_2011
17011,19897,6949.5,32147,2929.6,66807.27
17013,10251,7428.8,33633,3108.1,64512.88
17015,12774,6813,30605,2871,60831.21
17017,11446,6030.7,29728,2366.1,52371.38
17019,15981,6755.4,35175,3258.6,69316.27
17021,11637,9234.3,38972,4144.2,95774.82
17023,9610.5,6530.5,33166,4290.4,69844.76
17025,8384.2,4921.5,25831,2223.4,49353.11
17027,10268,6665.5,28963,2482.1,53987.95
17029,10138,5426.6,30824,2708.8,56137.85
17031,900040,16490,87933,25892,370699.9
17033,8918.1,6023.2,26561,3592.7,50407.47
17035,9728.8,5382.8,30375,2738,57407.76
17037,75335,11372,45950,6569.7,146138.8
17039,14726,5752.8,30192,2637.8,60672.27
17041,10672,5647,31255,2802.3,62018.18
17043,1787100,15920,93243,44435,484033.5
17045,9947.6,5411.2,31434,2856.4,61748.88
17047,8376.2,4430.1,25829,2237.8,46824.97
17049,11107,5200.4,29903,2452.6,48938.41
17051,10473,6385.6,32247,2772.4,60451.31
17053,38069,6097.4,32642,3315,79396.63
17055,8875.9,5290.5,28486,2809.2,52076.09
17057,12471,6721,31348,2647.6,58570.65
17059,8312.8,4083.5,25885,2043.9,47264.76
17061,10241,6460.2,31249,2540.1,59643.25
17063,105690,7257.8,36811,5217.7,115085.6
17065,7875.8,4273.6,24989,1944.4,44870.67
17067,7811.8,6291.3,29136,2270,53647.93
17069,8383.3,3843.8,25234,1867.3,33272.66
17071,7486,6111.8,28540,2306.8,53272.92
17073,10323,7894.7,33510,3103.7,69716.04
17075,22417,6708.2,34584,3275.4,74817.44
17077,8265.9,6992.4,32182,2865.8,52547.15
17079,9288.1,6117.2,30231,3687,58784.25
17081,9357.1,5485,27546,2319.1,44783.52
17083,10569,7225,33316,3027.3,64445.11
17085,9913.8,6301,28835,2397,48489.02
17087,7459.5,4030.2,24871,1867.6,31281.21
17089,155110,15475,67611,13045,223401
17091,63756,11047,47176,6585.6,137944.4
17093,190700,8338.1,42653,7931,170025.8
17095,10718,6635,30441,2594.5,56453.85
17097,130040,13756,55853,10221,120313.1
17099,46891,9242.2,39872,4546.4,97412.57
17101,8806.9,4681,26835,2556.2,53145.41
17103,28834,7530.1,34257,3413.4,76033.73
17105,35002,8999.8,38628,4306.4,99789.2
17107,13914,6325.7,31209,2673.5,61348.84
17109,9656.1,5872.5,28468,2185.6,49849.88
17111,81328,16863,62316,10130,191578.2
17113,21557,7408.6,34150,3229.6,68494.44
17115,12864,7069.6,33507,3249.9,70515.95
17117,10359,7484.5,34287,2942.7,64805
17119,10367,11322,44329,4985.7,96365.02
17121,10144,5520.5,26263,2231.1,44527.77
17123,21523,6351.8,30865,2817.2,62061.15
17125,12887,6897.6,32040,2840.1,65422.14
17127,7909.4,5059.5,30729,3279.5,66978.38
17129,12662,6306.4,30914,2586.1,59296.71
17131,8099.8,6079.2,28463,2208.4,52176.65
17133,16891,11997,42126,5722,119435.8
17135,10693,6603.5,32502,2703.2,61741.33
17137,10718,6462,31132,2496.1,56216.61
17139,12452,5400.3,30332,2605.7,56786.45
17141,25363,10523,41475,4877,105886
17143,14821,8807.5,36599,3960.5,78327.13
17145,9380.5,6296.8,28690,2398.9,52759.85
17147,14326,5752.3,30642,2649.4,59794.13
17149,9516.1,6905,31690,2579.2,60368.95
17151,8014.2,4698.1,29106,2794.9,55649.92
17153,8334.8,4340.9,26216,2261.6,47327.24
17155,22246,6612.3,31421,3120.3,67711.38
17157,11860,20076,63287,9000.8,199403.9
17159,8498.9,4423.7,24875,2127.5,43399.02
17161,10499,9959.5,38484,4854.4,87291.16
17163,14402,12805,44149,5334.6,114309.7
17165,7830.8,4189.7,25380,2056.4,41110.04
17167,11889,8214.5,36058,3388.4,68719.62
17169,10687,5930.2,29065,2263.9,52138.04
17171,10356,6677.5,31483,2704,63062.36
17173,11647,5838.3,31230,2611.2,58926.41
17175,11983,5979.2,29001,2369.4,56381.71
17177,13011,7409.5,32376,3145.6,68700.43
17179,15939,9297.8,38017,4249.9,83229.93
17181,8168.7,4550.4,25888,2038.5,34787.33
17183,14243,6759.8,36362,3498,75031.65
17185,8570.9,4786.1,28572,2843.2,63069.49
17187,8930.3,6488.3,29734,2549.5,59899.87
17189,9776.9,6693.9,29151,2504.1,56656.34
17191,8156.5,4800.9,26318,2123.1,47334.05
17193,8257.2,4449.7,26597,2221.7,49235.89
17195,14671,8398.9,35023,3559.4,78171.22
17197,993720,16262,93690,28909,496728.3
17199,8588.4,5508,29747,2913.4,47820.14
17201,26229,11194,43197,5659.5,98038.83
17203,21326,6432.7,30987,3003.3,62741.48
18001,17788,6181,41627,4234.4,90110.86
18003,17823,8884.3,55229,6332,113799.6
18005,19098,7326.1,47575,5088.4,92381.02
18007,22511,5032.7,31950,2803.8,69926.77
18009,17091,5671.4,39362,3679.4,75420.41
18011,14411,8765.9,52619,6273.9,135629
18013,16358,7625.9,49030,5341.2,82814.94
18015,16548,6792.3,42315,4210.8,99032.32
18017,17107,6739.7,42421,4154.9,91252.28
18019,17065,15904,91132,15200,220733.7
18021,12100,5736.1,36702,3958.3,83711.47
18023,14845,7343.6,45343,4729.8,110725.6
18025,11612,4213.5,29915,2477.8,35054.28
18027,9683.7,4747,29198,2718.5,50762.42
18029,104330,5442.7,48462,7001.2,114160.8
18031,28355,5923.5,42746,4251.4,87402.84
18033,20068,5944.8,40220,4154.6,77103.27
18035,17091,8302,52396,6457.1,128903.3
18037,10977,4361.8,28472,2406.7,43720.61
18039,17214,5938.1,41986,4484.7,79469.74
18041,30356,5747.5,41878,4523.6,94395.55
18043,14745,7585.9,49453,6369.4,101577.4
18045,16894,4986.6,31955,2899.3,65769.79
18047,54381,6071.2,46689,5681.3,108255.6
18049,16774,6148.5,39713,3567.1,79534.91
18051,8824.5,4496.3,27870,2517.7,49327.16
18053,16553,6536.6,42809,4359.1,92948.33
18055,12321,5791,37548,3282.1,64423.53
18057,15639,10103,59561,8085.1,149796.8
18059,17032,7362.5,47188,5183.6,99775.52
18061,13152,5374.7,36879,4049.9,67645.58
18063,14004,9577.6,57138,7739.3,160776
18065,18722,6758.6,45110,4511.2,86196.01
18067,15967,8167.4,44929,4835.9,100710.7
18069,16615,6806.6,44108,4813,95603.34
18071,15878,7294.6,46690,4770.5,90436.03
18073,20304,5727.9,35448,3496.3,77257.3
18075,18114,5888.2,40449,3998.8,86431.59
18077,24844,5777.7,41410,4283.1,79551.1
18079,23872,5673,41361,3776.6,76658.48
18081,16744,8873.6,55373,6618.6,137599.9
18083,9162.1,4835.1,28668,2676.2,53159.84
18085,16400,7856.2,47115,5245.5,94738.2
18087,17276,5085.7,37941,3679.2,67082.64
18089,72192,8853.1,51172,7954.1,111557
18091,19593,8035.7,47353,6209.2,112094
18093,13286,6665.3,40466,3811.6,61344.01
18095,16467,10769,63387,8450.6,159027.8
18097,15399,15171,85400,13628,152067.1
18099,17139,9742.2,55714,7323.4,146152
18101,10912,4492,28560,2531.4,48978.59
18103,16871,7296.4,45617,4820.9,102473.4
18105,13931,6922.6,44461,4695.7,71362.96
18107,13258,6813.4,42294,4236.9,92073.36
18109,14127,9711,58420,7555,145867.1
18111,37739,5621.9,34591,3641.7,80807.05
18113,17022,6560.2,42785,4454,81399.88
18115,71011,4583.4,41722,4860.7,84483.51
18117,12651,5734.5,38365,3369.4,59958.93
18119,12754,6146.7,39400,3773.8,67640.8
18121,12528,5066.3,32631,2904.4,58761.18
18123,11446,4293,30585,2638.6,44917.96
18125,9448.3,4122.4,26714,2159.8,40502.53
18127,25278,9441.2,53308,8546.8,151968.9
18129,8601,5550.4,33277,3708.9,84584.75
18131,15790,5200,33678,3077.6,68293.96
18133,12976,7556.5,46777,4857,92791.64
18135,20144,9109.9,53727,7222.8,140423.8
18137,42985,6174.9,46328,5250.2,101089.9
18139,23983,7025.6,47151,4970,112372.7
18141,20657,7205.8,46689,5852.4,95052.68
18143,17393,5726,39851,3911.7,63936.12
18145,18875,8569.6,54286,6248.8,126864.8
18147,10441,5276.9,33656,3560.9,75611.55
18149,16848,6533.9,39247,4646.2,91332.6
18151,23321,5181.1,39464,3887.2,64782.56
18153,9307.5,5908.7,26645,3530,48174.72
18155,56037,4756.1,41756,4675.7,75157.38
18157,16102,5564.2,35850,3641.2,77415.52
18159,15858,8466.4,46483,5328.7,126423.2
18161,45275,5729.2,44461,4828.9,108887
18163,9177.4,6389.4,38268,5083.9,97310.45
18165,10641,5256.6,32434,2990.5,55350.32
18167,10282,5381.5,33907,3401.1,53630.83
18169,16218,6760.9,43291,4506.9,96969.41
18171,17988,5022.5,31933,2900.7,68761.58
18173,9824.3,5798.5,35915,4190.9,75469.64
18175,14439,7314.9,46707,4842.3,86331.27
18177,27665,6626.3,46034,5221.4,90309.25
18179,17160,6967.2,45257,4984.8,113287.4
18181,17073,5126.2,33575,3123.4,73400.33
18183,16659,6335.8,42006,4314.1,86226.46
19001,3307.4,4689.5,8749.9,1343.2,31830.78
19003,3328,4544.3,8669.3,1262.7,30489.57
19005,7267.5,5091.7,25910,1810,40652.63
19007,4745.7,5092.9,24585,1646.2,34255.77
19009,2896.9,4682,8610.5,1359.8,31631.94
19011,6141.1,7495.3,30613,2880.2,59510.44
19013,5381.4,6400.3,27399,2433,49624.84
19015,3209.4,4848.6,8805.3,1510.4,33351
19017,5080.6,6667.4,27762,2721.8,48719.26
19019,6058.3,5452.5,25352,1862.8,32166.01
19021,2634,4717.3,8366.4,1431.1,25323.96
19023,4000.2,5023.6,9141.7,1644.2,31854.47
19025,2863.2,4543.4,8375.4,1281.2,28967.1
19027,2791.9,4690.2,8536.1,1330.9,28774.99
19029,3053.5,4601.8,8592,1247.5,27175.06
19031,8248.5,6112,28048,2257.4,36222.36
19033,5151.9,7970.7,34060,2630.5,47758.92
19035,2457.6,4564.6,8150,1348.2,26027.12
19037,6262.7,7110.2,32901,2350.2,44714.08
19039,3928.2,4794.2,9050.6,1452.9,30062.59
19041,2621.1,4686.6,8397,1546.2,27112.65
19043,6346.3,5782.9,26253,2038,42904.92
19045,10657,9399.3,36947,3973.1,62116.89
19047,2592.6,4722.3,8458.4,1343.8,28141.91
19049,3321.6,7718.3,11337,3133.6,69704.7
19051,5186.6,5420.3,25762,1831.7,41248.96
19053,4099.3,4600.5,8975.7,1315.7,28618.91
19055,6864.3,5497.6,25768,1974.3,32933.43
19057,6808.6,6255.8,28664,2376.8,49492.98
19059,2610.4,4105.1,7853.4,1203.3,22991.15
19061,8054.1,6387.8,28528,2430,50170.88
19063,3964.6,5803.4,27758,1747.9,34444.57
19065,5556.6,5557,25266,1888.7,27206.61
19067,5680.4,6854.5,31853,2194.4,18586.22
19069,3621.1,5302.4,9231.6,1805.6,37052.6
19071,2961.4,4808.3,8787.2,1344.4,26061.98
19073,3000,4842.4,8739.2,1431.7,34281.77
19075,4031.4,4791.8,9042.9,1442.3,34458.66
19077,3102.9,5185.2,9131,1610.2,37560.43
19079,3316.7,4590.4,8598.8,1347.2,31754.29
19081,3315.9,4879.5,8735.4,1541.2,37607.41
19083,3649.2,4672.6,8794.9,1385,32040.58
19085,2528.6,4914.8,8666.1,1491.3,31738.39
19087,6388.2,5875.7,27384,2179.5,49795.95
19089,6140.2,6411,30983,2049.4,30526.5
19091,3060.3,4407.7,8295,1225.6,28139.25
19093,2516.2,4211.2,7965.5,1128.5,22023.28
19095,6165.6,6310.8,27919,2303.9,47143.11
19097,9629.7,7423.2,31586,3042.5,66437.4
19099,4045,8030.4,11901,3180.3,70256.45
19101,5861.3,5287.2,25602,1813.6,38898.86
19103,6981.1,6754.1,29358,2525.5,45231.25
19105,8051.8,5570.8,26460,2032.2,36194.46
19107,5763.9,5788.5,26604,2012.6,48314.65
19109,3041,4809.2,8591.7,1425.8,31847.11
19111,6850.1,5940.5,27880,2198.7,46833.08
19113,7006.3,7452.8,30901,2912.2,47488.28
19115,7255.9,6134.7,28092,2296.7,51888.46
19117,4351.7,4673.3,9099.8,1417.9,29665.18
19119,2536.4,5477.1,10378,1645.6,36581.84
19121,3561.4,4980.2,9081.8,1562.6,35733.6
19123,5195.9,5183.9,24842,1680.5,38144.64
19125,4331.1,4969.5,9349.8,1523.2,31129.63
19127,3851.2,5499.4,9650.1,1876.2,37770.33
19129,2859.3,5894,9597.5,2047.2,37289.82
19131,5572.2,7714.6,33752,2630.5,49515.34
19133,2496.1,5225.4,8920.4,1687.2,36837.72
19135,4845.6,4692,9253.6,1456.7,31260.92
19137,3076.7,4849.5,8860.7,1405,22528.76
19139,7909,6533.4,29131,2545.2,33748.75
19141,2435.3,4518.9,8048.1,1357.4,28032.83
19143,2422.4,4015.8,7599,1074,23158.29
19145,3198.4,4806.3,8895.4,1353.7,33953.88
19147,2821.9,4288.3,8088.8,1227.1,25593.75
19149,2271,5254,8657.7,1622.1,36431.6
19151,2836.3,4454.2,8250.5,1257.4,28646.41
19153,3644,7450.1,11258,3038.2,47764.62
19155,2759.7,8400.6,11796,3073.7,51311.58
19157,5464.6,5334.2,25072,1737.9,32751.04
19159,3752.3,4611.6,8878.8,1321.6,31426.32
19161,2669.5,4470.4,8248.3,1274.5,27490.45
19163,9580.6,9640,37467,4521.6,77181.92
19165,2728.8,4767,8608.1,1345.5,29931.76
19167,2246.1,4477.5,7914,1276.5,25712.79
19169,3514.6,5572,9569.2,1938.3,38222.75
19171,5424.7,6237.1,27080,2215.7,46982.4
19173,3461.5,4576.9,8767.8,1251.2,25887.22
19175,3616.3,4639.6,8830.4,1331.1,28351.42
19177,5657.9,5301,25776,1754.7,37737.29
19179,5322.8,5378,25567,1855.3,40765.28
19181,3911.1,7768.9,11610,3247,74792.56
19183,6468.4,6288.5,28189,2325.2,52270
19185,4548.9,4538.7,9059.8,1338.5,31257.47
19187,3089.9,5050.1,8893.6,1551,34657.71
19189,4661.5,5980,28647,1822.5,41348.36
19191,6888.1,6818.3,32466,2187.3,44620.96
19193,2357.9,5218.2,8774.1,1607.8,29954.28
19195,5076.7,6182.7,29477,1933.2,37318.39
19197,3289.5,4564,8518.7,1337.7,29810.15
20001,2556,4556.6,7708.9,1376.1,32373.44
20003,2507.5,5763.1,8810.8,1816.8,44157.85
20005,2197.9,5653.2,8503.6,1803.8,40638.36
20007,2459.6,3634.7,19202,919.63,18137.38
20009,2117.3,3509.8,18145,863.61,17626.99
20011,3776.4,5447.9,23816,1615.1,39592.02
20013,2092.4,4841.9,7714.1,1419.9,31979.79
20015,2387.8,9601.1,12748,3061.2,67596.86
20017,2286,4625.1,7584.4,1343.8,27678.88
20019,3263.7,4617,21688,1204.5,26934.15
20021,3881.2,5344.5,24093,1729.2,41536.91
20023,2150.9,3328.5,7598.1,837.1,17022.81
20025,2118,3144.1,17264,724,14770.02
20027,1862.8,3742.1,6557.7,999.51,21980.79
20029,1743.5,3649.6,6462.9,1033.1,22499.47
20031,2370.2,4868.1,7953.7,1361,32314.79
20033,2274.1,3356.3,18089,781.08,15756.29
20035,2568.3,4574.1,7719.3,1308.6,29242.03
20037,3842.4,5255.8,23623,1590.1,37913.68
20039,2167.3,3717.4,8286.7,971.74,20088.06
20041,2000.4,5078.3,7850.1,1499,33975.97
20043,2223.3,6732.5,9393.5,2505.9,57043.52
20045,2347.9,7588.7,10288,2661.8,56475.47
20047,2110.4,3264.9,17502,791.1,14892.24
20049,2591.2,4111.2,7354.4,1155.8,28355.23
20051,1897.4,3256.7,17052,782.14,16641.95
20053,2209,3615.7,18565,922.66,19859.29
20055,1838.5,2962.3,16094,749.08,15341.95
20057,2016.8,3168,17071,758.49,15508.09
20059,2431.8,8194,10961,2729.1,65488.22
20061,2041.8,4816.5,7600.2,1586.2,33027.39
20063,1752.1,2809.8,15356,637.39,11080.15
20065,1774.4,2932.7,15791,658.16,14668.46
20067,1833.4,2734.8,15349,622.9,13145.77
20069,1910.4,2985,16442,737.11,16910.25
20071,1759,2524.7,14350,556.42,12610.9
20073,2468.2,4344.1,7779.3,1343.8,28543.47
20075,1778.9,2621.3,14638,613.06,12940.82
20077,2698,3938.4,20482,1075.5,23846.81
20079,2172.5,4689.9,7859.8,1742,40435.25
20081,1875.9,2851.4,15816,663.47,14166.29
20083,1938.4,3130.6,16757,751.33,17284.59
20085,2055.6,4797.2,7681.9,1398,32518.85
20087,2237.3,7096.7,9791.5,2413.2,57472.99
20089,1616.5,3306.8,5979.8,864.6,19479.33
20091,2526.6,16500,18132,7170.4,107627.5
20093,1779.2,2720.5,15013,640.42,12542.08
20095,2562.3,4025.1,20354,1189.5,25954.87
20097,2186.8,3272.5,17647,773.14,15076.88
20099,3580.7,5388.7,23897,1656.3,40864.06
20101,1788.3,2845.4,15645,648.88,14991.12
20103,2393.4,10449,12780,4267.4,92536.36
20105,2111.1,3553.9,18256,884.17,20012.62
20107,2645.4,6035.3,9150.3,1870.9,44578.84
20109,1724,2652.1,14669,595.95,12202.04
20111,2334.4,4896.9,7845.8,1417,33650.07
20113,2016.3,5651.3,8557.3,1868.5,42106.99
20115,2159.8,4768.1,7861.4,1497.3,32895.96
20117,1896,4153.3,6967.2,1139.3,25940.55
20119,1999.7,3054.6,16724,753.41,14871.43
20121,2605.5,13479,15631,5365.7,121491
20123,1671,3293,5983.8,857.81,18777.73
20125,3325.2,5040.2,22756,1443,33468.25
20127,2159.8,4299.6,7238.4,1195.9,27654.48
20129,1857.8,2664.5,15137,616.35,13902.62
20131,2004.4,4535.4,7363,1288.4,30710.47
20133,3500.8,5073.6,22845,1430.8,32704.86
20135,1861.1,3027.6,16337,689.37,15887.41
20137,2207.5,3719.7,8447.5,926.93,20299.37
20139,2274.8,5707,8615.6,1748.1,42230.91
20141,1941.1,3320.6,17319,795.33,17938.21
20143,1815.6,4480.8,7207.2,1332.5,31408.19
20145,2062.7,3266.6,17423,791.24,15116.3
20147,2265.9,3988.7,8768.3,1016.4,22046.29
20149,2034.9,4964.1,7752,1421.2,32553.17
20151,2331,3522.6,18599,875.72,19753.73
20153,2138.4,3377.9,7852.5,809.48,17354.47
20155,2465.1,4000.3,20045,1126.3,25187.04
20157,1695.7,3598.1,6430.2,1032.6,23274.86
20159,2314.2,3694,18959,962.82,21830.08
20161,1977.5,4944.3,7683.3,1525.2,32397.5
20163,1848.8,3135.9,16593,742.54,16439.45
20165,1973.7,3208.2,17122,752.13,16476.32
20167,2006.1,3384.9,17639,791.87,17520.05
20169,1910.6,4384.9,7178.3,1303.3,27582.92
20171,1757.5,2743.4,15195,634.86,13974.38
20173,2776.5,5429.8,24334,2030.4,42106.84
20175,1928.3,2931.1,16172,728.68,12282.69
20177,2161,7388.9,10005,2605.3,54840.74
20179,1727.6,2787.1,15188,644.81,13027.88
20181,2179.1,3182.2,7584.7,758.9,15196.46
20183,2337.7,4105.1,9005.8,1040,23303.02
20185,2232.7,3464.9,18245,850.99,16656.34
20187,1821.9,2635.5,14950,610.08,13698.53
20189,1875.2,2848.5,15814,729.94,13958.9
20191,2929.5,5496.3,24739,1908,44288.11
20193,2171.3,3373.7,7856.9,811,18466.35
20195,1814.5,3075.5,16300,731.7,15557.39
20197,2178.6,7089.4,9694.5,2315,54963.82
20199,1743.2,2498,14110,552.83,12559.05
20201,1798.5,3880,6679.1,1065.6,24132.16
20203,1742.9,2644.6,14777,611.63,13349.89
20205,2518.3,4518.2,7667.4,1375,30909.07
20207,2447.5,3993.4,7181.9,1109.5,26404.12
20209,2512.3,11711,13896,5543.3,77856.44
21001,14771,3943.1,31547,3013.1,48775.33
21003,18422,4887.1,36305,3915.4,53030.06
21005,20225,5883.6,44681,4529.6,51183.56
21007,7534.6,4199.4,25792,2146.4,43383.95
21009,14867,4086.4,31915,2914.7,47732.43
21011,39445,3239.9,33485,3421.5,53049.17
21013,51344,2057.2,31121,3123.5,31049.13
21015,181870,4476,52027,8934.8,114471.8
21017,23315,4455.3,37471,3689.8,61563.67
21019,73726,1946.1,34601,4148.5,39477.43
21021,15370,3957.6,32074,3213.3,41434.02
21023,45705,3758.1,36734,3709.6,49230.52
21025,26600,2060.8,32852,3009.3,36140.73
21027,11926,4687.7,33319,3039.6,61084.84
21029,14013,14162,81742,13030,147909.5
21031,15744,3532.5,28564,2299.4,45764.46
21033,10322,3926.6,27068,2235.4,40412.21
21035,10746,4002.1,27971,2469.6,47200.66
21037,337410,4389.8,68359,14624,203534.4
21039,7843.3,3969.8,25087,1995.6,41654.92
21041,34843,4896.7,39464,3942.2,38947.98
21043,77554,2103.4,34647,4104,53819.94
21045,15767,3668,30741,2828.2,47065.5
21047,15015,3907.6,28498,2314.8,45214.79
21049,48119,3792.8,36941,4029.4,53095.47
21051,42933,2050.6,30715,2895.7,36007.19
21053,15436,2942.7,27412,2197.4,27571.5
21055,9083.9,3998.9,26694,2124.2,37008.19
21057,14413,3412.6,29142,2442.3,33395.2
21059,10833,4807.8,31733,3029.8,51716.66
21061,13527,4896.9,34987,3603.4,54446.48
21063,47112,2035.5,31072,2988.5,46296.99
21065,40097,3101.8,33605,3075.7,40644.34
21067,20255,8692.3,56001,7573.6,100021.8
21069,33924,3551.4,34568,3602.5,60788.57
21071,17562,1876.2,32850,2978.9,29142.83
21073,23039,5273,40599,4260.9,50879.44
21075,8629.8,4051.8,25341,2011.3,35052.9
21077,70484,4596.2,43025,5062.7,68388.47
21079,20069,5427.7,41983,4815.9,76500.02
21081,74521,4607.9,45519,5333.6,71417.01
21083,8885.2,4509,29479,2650.1,55430.72
21085,12956,3965.6,30250,2566.5,39991.84
21087,13329,3899.9,31075,2728.6,49576.29
21089,108970,2169.1,37538,5278.6,60947.83
21091,11631,4022,29495,2427,40893.15
21093,12198,5649.9,38860,3960.5,48679.75
21095,29430,2058.7,32379,3016.7,22452.17
21097,28858,4647.2,39534,4025.1,63095.31
21099,13008,3827.2,30313,2447.3,33914.2
21101,9598.4,5606.4,34933,3892.1,71537.41
21103,27561,5370.9,41174,4038,65389.58
21105,8126,4162.5,25937,2134.2,40278.8
21107,10868,4212.8,29279,2506.1,42411.37
21109,33682,2538.6,30298,2564.5,34440.2
21111,16184,15992,92249,15257,113846.5
21113,18266,11568,68675,10171,114252.8
21115,28543,1952.2,32675,3015.7,33474.1
21117,286840,4452.1,63780,12707,152131.1
21119,17255,1901.2,33571,3278.3,26959.32
21121,65364,2087.5,32355,3575.8,41741.46
21123,12655,3879.9,30539,2542.6,44942.59
21125,55508,2299.1,31279,3209.2,40020.96
21127,33816,1982.3,35716,3636.6,37460.1
21129,37563,2339.6,30515,2640.2,33157.26
21131,27795,1975.1,31282,2865.2,25274.26
21133,33282,1924.9,33125,3273.7,33070.07
21135,44083,2408.4,31697,2929,43629.01
21137,20933,4583.7,37762,3781.5,55675.92
21139,8587.4,3918,25779,2008.8,20781.71
21141,23012,3760.3,30653,2797.5,57096.02
21143,10058,3994.6,27206,2304.5,29351.57
21145,8013.2,4898.3,30302,3162.5,44283.49
21147,29368,2510.8,27737,2443,33111.16
21149,10909,4093.2,28440,2382.4,56171.51
21151,36675,5254.1,41364,4948.4,59967.93
21153,30923,2005.9,31184,2799.7,23691.51
21155,14093,4493.9,34104,3437.6,44610.93
21157,9508.7,4180,27786,2439.1,35351.69
21159,18146,1830.4,31333,2600.9,19297.49
21161,31410,3406.4,34880,3270.8,50996.91
21163,12176,5215.7,35873,3705,58924.05
21165,31285,2341.8,29580,2425.9,37973.51
21167,17214,5823,43486,4813.9,65240.24
21169,13833,3275.7,28014,2208.8,37559.83
21171,14661,3301.1,28120,2312,36530.31
21173,38813,3460.6,34446,3404.1,49914.54
21175,41276,2113.5,30597,2818.3,39631.1
21177,12817,3842.9,29347,2336.4,31354.14
21179,13893,6157.7,42087,4423.5,69632.58
21181,24957,3833.5,35135,3384.6,49156.95
21183,12247,5070.7,35296,3444.8,42246.92
21185,19264,5760.6,41573,4468.5,57225.51
21187,42848,5057.3,42708,4489.8,65507.8
21189,27313,2260.5,29070,2244.9,33999.27
21191,80554,4057.3,43889,5190.8,85166.1
21193,19989,1933,30645,2571.7,13509.82
21195,19160,1819.9,38558,3550.8,30264.8
21197,41683,2870.4,32524,3021.2,45463.71
21199,39047,3152.3,31707,3164.2,39858.87
21201,32605,3386.4,34961,3082.4,52014.09
21203,30267,2678.4,29914,2489.7,26315.96
21205,36344,2354.9,30391,2637.4,31586.21
21207,16325,3463.7,29554,2732.3,42693.48
21209,28619,4851.5,40417,4097.6,57406.86
21211,18966,7196,48946,5776.8,88185.78
21213,24890,3579,30304,2906.7,54658.67
21215,16734,6149.7,43636,4625.4,76958.64
21217,13817,4545.4,34014,3488.1,55009.03
21219,18845,4092,31326,3091.8,69934.58
21221,12263,3665.1,26439,2038.6,37909.93
21223,26945,5332.4,40617,3875.7,63327.98
21225,8809.5,4061.5,26530,2172,47388.67
21227,18583,4719.5,35209,3536.9,47323.02
21229,14784,4946.9,36288,3614.4,54582.81
21231,23535,3046.2,28994,2640,37939.92
21233,9963.3,4229.7,28952,2529.2,53617.45
21235,51346,2154.7,30557,3015,35186.25
21237,28638,2168.8,29222,2298.4,33622.5
21239,19005,5971.6,41874,5396.8,72469.71
22001,8810.2,3756.5,21576,2512.2,51173.5
22003,18135,2450.8,14865,1340.1,21020.18
22005,5814.4,3073,19640,2551.5,21299.48
22007,9415.8,1938.9,13036,1415.8,7850.465
22009,6565.1,2765.2,16194,1239.7,20505.08
22011,30643,2397.9,18004,1907,28326.29
22013,10744,5170.3,12777,1849.8,15771.65
22015,52219,5143,14297,3347.6,32994.46
22017,50244,5144.8,14197,3265.9,27551.96
22019,34115,2277.9,18302,2039.2,17070.28
22021,4280.5,2757.9,15847,1139.4,19285.02
22023,24512,2108.5,16895,1619.7,13435.28
22025,5836.5,2778.2,17665,1408.4,31693.44
22027,5678.5,5590.4,13091,1977.9,25581.15
22029,3943.3,2665.4,17418,1371.6,33286.07
22031,12797,4988.8,12353,1746.5,17030.3
22033,4588.1,5043.7,32933,4801.5,44594.35
22035,3352.4,2989.9,16566,1254.6,20249.17
22037,3912.3,5196.6,33618,4952.5,78453.02
22039,8550.1,2967.1,17926,1781,32642.2
22041,3481.8,3149.6,17596,1405.8,30182.19
22043,14889,2577.8,14906,1226.6,18988.05
22045,16564,2342,16211,1674.6,11100.5
22047,7084,4899.4,32562,4300.7,31140.69
22049,5777.6,5246.1,12939,1867.1,20668.41
22051,124810,1646.6,30357,6642.8,32688.32
22053,18176,2210.2,14103,1305.2,23164.82
22055,7927.8,4458.4,25047,3817.7,29304.2
22057,75810,1435.2,28325,4060.9,24332.99
22059,11131,2702.5,15507,1216.1,14717.54
22061,5439.3,5442.9,12993,2027.7,21410.27
22063,5546.2,6404.6,41991,5671.4,73611.63
22065,3365.7,2998.5,17734,1374.7,29748.83
22067,3267.9,3168.2,17676,1294.2,26979.42
22069,13571,4745.1,12721,1767.8,22651.23
22071,26087,5223.8,40100,7320.7,47328.74
22073,3736.4,3834.5,20497,1974.9,19265.81
22075,13912,1398.3,12169,1172.7,2308.447
22077,4109,2626.4,16528,1681.7,14342.39
22079,18304,2777.9,18747,1736.2,24919.23
22081,11650,4965.7,12459,1847,26887.51
22083,3382.6,3036.9,17204,1338.6,23130.99
22085,7388.3,4758.3,12140,1547.6,18749.24
22087,26385,3936.1,32712,4780.2,9189.374
22089,23391,2180.8,17943,2385.9,11308.73
22091,4292.7,2898.9,18861,1888.9,25999.71
22093,6988.4,3003.4,19283,2599,18873.26
22095,22803,2477.2,19060,2711.3,12685.67
22097,6168.3,4302.2,24663,2665.6,44658.63
22099,13022,4049.4,24646,2942.4,27298.69
22101,22325,2272.9,16982,1785.4,7853.948
22103,21554,5689.7,42073,5313.2,62500.63
22105,5843.2,3989.2,26011,2950.1,37184.94
22107,3480.5,2701.4,16455,1131.1,23630.07
22109,23518,1596.1,14666,1574.2,9476.949
